,Nickname,Visit,Title,Review,Traveler_type,Families
133,x J,19-Jun,Just ok,"I've been to the restaurant before, however, it has been a few years.  The service was really poor.  The waitress never even came back to see how the meal was or if I needed anything.

The veggie burger was good, skip the frozen margarita and...More",Friends,
134,Jane P,19-Jun,Best Burgers in Hells Kitchen,"Had read reviews and was also recommended by friend in UK <U+0001F1EC><U+0001F1E7> So had to try. Family trip to New York booked table for 5 shown straight to table on arrival attentive knowledgeable staff fast service of drinks, had shrimps and nachos to share as...More",Couples,
135,jamiewX2801HB,19-May,The best burgers we have ever had,"We came out of the M and M shop time square turned right and walked 2 blocks down and came across this absolute gem of a place in hells kitchen, It was really busy and there were 6 of us so we were asked to...More",Business,
136,shazkowalski,19-Jun,Impossibly yummy burger,"We visited on a Thursday evening- it was incredibly busy but this didn’t stop the service from being personable and friendly.

Fantastic atmosphere, great beer selection and good menu.

My husband had the 5 napkin burger - which was cooked perfectly and he thoroughly enjoyed!...More",Solo,
137,clairh2017,19-Jun,Best burger I’ve ever had,"After a very long 22 hr day, we stumbled across this restaurant quite late. It was excellent. The food and service was excellent . The price was reasonable too. Would highly recommend, best burger and chips I’ve ever had.",Families,
138,HarrowH,19-Jun,Wonderful Burger,Highly recommend 5 Napkin and their 5 Napkin Burger. One of the best I have eaten. Don't ever do well done even if you a British or an Aussie. Med Rare the only way to go.  We had a great waiter in David Xai. Ask...More,Couples,
139,Matvl,19-Jun,Seriously good burger ,"We visited 5 Napkin Burger wanting a great burger; and that’s what we got. Nice vibe, good service; pleasant night out.

Certainly a good option if you’re in the area.",Solo,
140,paulat,19-Jun,Great salads too,"After checking the menu on TA, I planned to get the Brussels sprouts and fries- I don’t eat meat. But after checking the menu after arriving, I decided on the Grains and Greens salad. It was very tasty.  Being solo, I ate at the bar...More",Solo,
141,Kulbi,19-Jun,"Decent food, sit outside","Pickles were ok, salad was pretty healthy and reasonable size. Could’ve added protein including vegetarian burger or the new Beyond Meat burger, but not necessary. Nice cocktails. Fries homemade but too salty. Partner’s burger had smokey cheese and caramelized onions I’m told were very good,...More",Couples,
142,Ronnie B,19-Jun,One of the Best Burgers I had Ever Had,"WOW, what a great place to come to. Really great food and service - we had a good meal here and did not need to eat again that day and at amazing value as well.",Business,
143,jimmR6663ZX,19-Jun,Great burgers,"We wanted to try some New York burgers before we left and saw that this place came highly recommended.  This is just 5 minutes from Times Square and when we arrived about 17:45, it was already busy with a 15 minute wait.  It was worth...More",Couples,
144,Victortarik,19-Jun,Best Burguer of my life,It was the best Burguer I’ve ever have eaten. Great option for someone that is visiting New York City!!,Families,
145,TDC48,19-Apr,The Name,The restaurant was a nice little cafe type restaurant. We did not have a burger but the chicken and waffles were AWESOME!!!! The service was excellent and the restaurant was very clean.,Business,
146,395elisabeth,19-Jun,Best burger NYC ,"Tipical American local with multiple choise..we raccomand you the classical burger couse the beef and bacon is perfect. 
<U+0001F929><U+0001F929>",Solo,
147,Emily W,19-Jun,Incredible food,The burgers here are to die for. I’ve eaten here a number of times and had both beef and chicken burgers and they are superb.,Families,
148,smith1294,19-Jun,New York City Food Review,Excellent Excellent food.  I had the Buffalo Chicken Burger and my husband had a traditional Cheeseburger.  I should have taken photos but was really hungry and the food looked fantastic - which it was.  The location of this venue was in the Hell's Kitchen District....More,Families,
149,sgtrip11,19-Jun,Amazing burgers and great service,Sadly we found 5 NPmin at the end of our holiday however we did manage to eat here twice. The burgers and salad were amazing and the servu e very friendly. We would have no hesitation recommending 5 Napkin to anyone.,Friends,
150,Golden1958,19-May,The best burgers  anywhere ... no kidding,Bernie our big Bus tour guide recommended this restaurant and we were so glad he did. Organic beef and freshly ground steak for the burger  ... delicious. The survive was friendly and fast.,Solo,
151,79irenew,19-Jun,Gorgeous food and fabulous service ,"Gorgeous food !!! We were recommended this place by our hotel reception and it was fabulous. 
Super food and service!! 
Would highly recommend",Couples,
152,ziliden,19-Jun,"Great food, very bad service","No water, no glasses for beer unless you ask. Despite of reservation we were seated af the worst tBle. People without reservation took more better spsce",Business,
153,Ed_Roidlick123,19-Jun,Solid,"While nothing really stood out about this place, the food was good, the staff was friendly, and the prices were reasonable. While I didn’t try one, the milkshakes are supposedly really good.",Solo,
154,StrawberryBrit31,19-May,Amazing burgers!,"We booked before arriving in New York and were glad we did as the place was packed to the rafters. The service was very good, food was delicious. We ordered a variety of burgers and were not disappointed. Wine was on offer too as it...More",Friends,
155,902luciej,19-Jun,Wow,"Easily the best burger I’ve ever eaten. Great restaurant in a great location. 10 minute walk from Times Square, make the effort and go. You won’t be disappointed.",Couples,
156,kjtex2016,19-May,Great experience,"We visited a friend in NYC and she suggested that we all eat here.  We were a party of 6 (including 3 kids).  We had a reservation for 7, but we got there early and they sat us about 6:45 in a very generous-sized booth....More",Business,
157,mikeh37,19-May,Great service and food,"Lovely atmosphere and the service and food were great. Very popular with locals so do either go early or see if you can book. 

Good range of beers and ales too. 

Well worth a visit",Business,
158,Fippin,19-May,"""...fantastic.""","We were looking for something quick for lunch, the concierge at the Edison suggested 5 Napkin, turned out to be just what we were looking for. Not the cheapest hamburger in the world, but frankly, I'm getting too old for cheap hamburgers, What we had...More",Couples,
159,angeltenn,19-May,Just what I needed after a great play!,"They even had non-alcoholic ginger beer - yes!! Fresh and tasty grain and greens salad. My friend had the buffalo chicken burger - to die for. The hostess was sweet. The wait staff, very attentive and accommodating. Cannot wait until I am able to return.",Couples,
160,nick8208,19-Apr,"Fun atmosphere, great burgers","Looking for the best burger restaurants in NYC, and not disappointed with 5 Napkin Burger on 9th Ave. Great buzzy evening atmosphere, delicious burgers, excellent service...and a crinkle-cut fries option ...paradise! Had to wait 30 mins at the bar for a table at 7:30pm, but...More",Families,
161,554willh,19-May,Good food ,Everything was good with this restaurant except very long time after eating and before getting check.  The food was excellent. Hostess was very friendly. Waitstaff was efficient. I’d go again.,Solo,
162,Woody937,19-Apr,Best burger ,"First visited while on holiday in new York 
Hell’s Kitchen is really nice and vibrant with lots of restaurants.
Walked in and requested a booth and got one within minutes. 
Soft drinks are free unlimited refills although you don’t even have to ask the server...More",Couples,
163,katherinejohanson,18-Nov,yummy,"Really nice place. I don't know how we never visited this place before, but some of our friends recommended it. We had to wait for a while for our table, but it was ok, so i would recommend to reserve. Burgers were really good i...More",Friends,
