,Nickname,Visit,Title,Review,Traveler_type,Restaurant
122,marciobandeira,19-Jul,Dont wast your lunch time,40 min waiting. Not good food. Expensive. Other tables arrive later than us and got the food first. And really. Food not a big deal. Find a better place more fair.,Families,Napkin Burger Hell
123,Olinec,19-Jul,The place for burgers,"The burgers here are great and that is all you need to know. No matter the type of burger or how you want it prepared, the burgers are great. Yes they have salads. But, really, order a burger",Friends,Napkin Burger Hell
124,AidaBeirut,19-Jun,Dinner at 5 Napkin Burger.,"We had to wait for 15 minutes to have a table.  It was full and people waiting for a table.  Delicious Burgers  salads, potatoes and generous food.",Couples,Napkin Burger Hell
125,F-O-N-D-Ax,19-Jul,<U+0001F331>Beyond Good,"Beyond meat! Thank gosh for vegan options while traveling on this HOT summer day. This place had a nice decor when compared to the pissy streets of NY. The wait staff was nice & our waitress kept our water glasses fill, which is a plus...More",Couples,Napkin Burger Hell
126,KuhnsGuy,19-Jul,"Great burgers, slow down the service","Multiple visits to this location recently and the burgers truly are first-rate. The bacon cheeseburger, however, this time seemed to be a bit skimpy on a key ingredient...namely the bacon. Also, terribly overcooked and brittle but the burger itself was as good as ever. 5...More",Couples,Napkin Burger Hell
127,HaveFun78,19-Jul,Vegan <U+0001F331> friendly ,"Our waitress Julia was really nice she kept my water full, which was a plus for me. That’s really all I require at a restaurant. Lots of choices, but we got the Beyond Meat burger with Vegan cheese which was really good can’t even tell...More",Couples,Napkin Burger Hell
128,chemie71,19-Jul,Not what we expected,"I think our hometown has us spoiled with great burgers. The burgers were good, but not the best ever. The tables for two are squashed together so you're pretty much part of the tables next to you too. We did not like that at all....More",Business,Napkin Burger Hell
129,RayMeredith,19-Jul,Pretty Good,"The 6 of us went after seeing Ain’t Too Proud for a bite. 

Most had burgers which were cooked to how it was ordered and they were pretty good. Being a burger lover, have had many across Canada and the US and a I would...More",Business,Napkin Burger Hell
130,wells69,19-Jun,Out of this world,"From start to finish we couldn't fault a thing. The staff who seated us to the waitresses, the bar staff and food. Our burgers were phenomenal pretty much all had different but all were great.
Top notch!!!!!
We went twice in two days",Couples,Napkin Burger Hell
131,19ernie56,19-Jun,very good burger,"We tought that if we are in New York we should eat a burger, not a fastfood burger but a right one and the 5 Napkin Burger was not far from our Hotel therefore we were there an fully satisfied",Families,Napkin Burger Hell
132,PinkeySweden,19-Feb,Hamburger heaven!,"We had pre-booked table on our trip during our Spring break and that was needed, the cue outside for a table was long! very good service, good suggestion my the waitress and excellent burgers for the entire family!
I highly recommend this restaurant for an...More",Business,Napkin Burger Hell
133,x J,19-Jun,Just ok,"I've been to the restaurant before, however, it has been a few years.  The service was really poor.  The waitress never even came back to see how the meal was or if I needed anything.

The veggie burger was good, skip the frozen margarita and...More",Friends,Napkin Burger Hell
134,Jane P,19-Jun,Best Burgers in Hells Kitchen,"Had read reviews and was also recommended by friend in UK <U+0001F1EC><U+0001F1E7> So had to try. Family trip to New York booked table for 5 shown straight to table on arrival attentive knowledgeable staff fast service of drinks, had shrimps and nachos to share as...More",Couples,Napkin Burger Hell
135,jamiewX2801HB,19-May,The best burgers we have ever had,"We came out of the M and M shop time square turned right and walked 2 blocks down and came across this absolute gem of a place in hells kitchen, It was really busy and there were 6 of us so we were asked to...More",Business,Napkin Burger Hell
136,shazkowalski,19-Jun,Impossibly yummy burger,"We visited on a Thursday evening- it was incredibly busy but this didn’t stop the service from being personable and friendly.

Fantastic atmosphere, great beer selection and good menu.

My husband had the 5 napkin burger - which was cooked perfectly and he thoroughly enjoyed!...More",Solo,Napkin Burger Hell
137,clairh2017,19-Jun,Best burger I’ve ever had,"After a very long 22 hr day, we stumbled across this restaurant quite late. It was excellent. The food and service was excellent . The price was reasonable too. Would highly recommend, best burger and chips I’ve ever had.",Families,Napkin Burger Hell
138,HarrowH,19-Jun,Wonderful Burger,Highly recommend 5 Napkin and their 5 Napkin Burger. One of the best I have eaten. Don't ever do well done even if you a British or an Aussie. Med Rare the only way to go.  We had a great waiter in David Xai. Ask...More,Couples,Napkin Burger Hell
139,Matvl,19-Jun,Seriously good burger ,"We visited 5 Napkin Burger wanting a great burger; and that’s what we got. Nice vibe, good service; pleasant night out.

Certainly a good option if you’re in the area.",Solo,Napkin Burger Hell
140,paulat,19-Jun,Great salads too,"After checking the menu on TA, I planned to get the Brussels sprouts and fries- I don’t eat meat. But after checking the menu after arriving, I decided on the Grains and Greens salad. It was very tasty.  Being solo, I ate at the bar...More",Solo,Napkin Burger Hell
141,Kulbi,19-Jun,"Decent food, sit outside","Pickles were ok, salad was pretty healthy and reasonable size. Could’ve added protein including vegetarian burger or the new Beyond Meat burger, but not necessary. Nice cocktails. Fries homemade but too salty. Partner’s burger had smokey cheese and caramelized onions I’m told were very good,...More",Couples,Napkin Burger Hell
142,Ronnie B,19-Jun,One of the Best Burgers I had Ever Had,"WOW, what a great place to come to. Really great food and service - we had a good meal here and did not need to eat again that day and at amazing value as well.",Business,Napkin Burger Hell
143,jimmR6663ZX,19-Jun,Great burgers,"We wanted to try some New York burgers before we left and saw that this place came highly recommended.  This is just 5 minutes from Times Square and when we arrived about 17:45, it was already busy with a 15 minute wait.  It was worth...More",Couples,Napkin Burger Hell
144,Victortarik,19-Jun,Best Burguer of my life,It was the best Burguer I’ve ever have eaten. Great option for someone that is visiting New York City!!,Families,Napkin Burger Hell
145,TDC48,19-Apr,The Name,The restaurant was a nice little cafe type restaurant. We did not have a burger but the chicken and waffles were AWESOME!!!! The service was excellent and the restaurant was very clean.,Business,Napkin Burger Hell
146,395elisabeth,19-Jun,Best burger NYC ,"Tipical American local with multiple choise..we raccomand you the classical burger couse the beef and bacon is perfect. 
<U+0001F929><U+0001F929>",Solo,Napkin Burger Hell
147,Emily W,19-Jun,Incredible food,The burgers here are to die for. I’ve eaten here a number of times and had both beef and chicken burgers and they are superb.,Families,Napkin Burger Hell
148,smith1294,19-Jun,New York City Food Review,Excellent Excellent food.  I had the Buffalo Chicken Burger and my husband had a traditional Cheeseburger.  I should have taken photos but was really hungry and the food looked fantastic - which it was.  The location of this venue was in the Hell's Kitchen District....More,Families,Napkin Burger Hell
149,sgtrip11,19-Jun,Amazing burgers and great service,Sadly we found 5 NPmin at the end of our holiday however we did manage to eat here twice. The burgers and salad were amazing and the servu e very friendly. We would have no hesitation recommending 5 Napkin to anyone.,Friends,Napkin Burger Hell
150,Golden1958,19-May,The best burgers  anywhere ... no kidding,Bernie our big Bus tour guide recommended this restaurant and we were so glad he did. Organic beef and freshly ground steak for the burger  ... delicious. The survive was friendly and fast.,Solo,Napkin Burger Hell
151,79irenew,19-Jun,Gorgeous food and fabulous service ,"Gorgeous food !!! We were recommended this place by our hotel reception and it was fabulous. 
Super food and service!! 
Would highly recommend",Couples,Napkin Burger Hell
152,ziliden,19-Jun,"Great food, very bad service","No water, no glasses for beer unless you ask. Despite of reservation we were seated af the worst tBle. People without reservation took more better spsce",Business,Napkin Burger Hell
